"model","percentageerror","wait"
"SW1",0.807116429,"0.5"
"SW1",-2.0444610235,"0.5"
"SW1",-1.73618238,"0.5"
"SW1",-2.1986003452,"0.5"
"SW1",-2.1215306844,"0.5"
"SW1",0.2676288029,"0.5"
"SW1",0.4988377855,"0.5"
"SW1",-0.3489284841,"0.5"
"SW1",0.3703883507,"0.5"
"SW1",-0.9141059973,"0.5"
"SW1",0.1134894811,"0.5"
"SW1",-0.8113464494,"0.5"
"SW1",1.7062624726,"0.5"
"SW1",0.7300467682,"0.5"
"SW1",4.5064601512,"0.5"
"SW1",-0.1690992754,"0.5"
"SW1",-1.4792835104,"0.5"
"SW1",-0.6828970146,"0.5"
"SW1",-0.0663397276,"0.5"
"SW1",-0.2204790493,"0.5"
"NE1",0.7279130877,"0.5"
"NE1",0.3694016927,"0.5"
"NE1",0.5762351898,"0.5"
"NE1",-0.5130878949,"0.5"
"NE1",-0.4165655962,"0.5"
"NE1",1.0312688835,"0.5"
"NE1",1.0864244827,"0.5"
"NE1",0.1074125964,"0.5"
"NE1",-2.0574446732,"0.5"
"NE1",-1.078432787,"0.5"
"NE1",-0.1407876001,"0.5"
"NE1",-0.6096101935,"0.5"
"NE1",-0.9129659893,"0.5"
"NE1",-0.0580542013,"0.5"
"NE1",-0.9819104883,"0.5"
"NE1",-1.5334664806,"0.5"
"NE1",2.3274254653,"0.5"
"NE1",1.3346246792,"0.5"
"NE1",-0.9267548891,"0.5"
"NE1",1.1829467813,"0.5"
"NE1",-0.2648876984,"0.5"
"NE1",0.3556127929,"0.5"
"NE1",0.0384680974,"0.5"
"NE1",0.134990396,"0.5"
"NE1",2.3550032649,"0.5"
"NE1",0.6451796889,"0.5"
"NE1",1.3346246792,"0.5"
"NE1",0.920957685,"0.5"
"NE1",1.2932579798,"0.5"
"NE1",1.2243134808,"0.5"
"NE1",-2.8158341626,"0.5"
"NE1",1.775869473,"0.5"
"NE1",0.3556127929,"0.5"
"NE1",1.0036910838,"0.5"
"NE1",-2.0160779738,"0.5"
"NE1",0.3418238931,"0.5"
"NE1",0.0522569972,"0.5"
"NE1",2.134380868,"0.5"
"NE1",0.3280349933,"0.5"
"NE1",-2.2229114709,"0.5"
"NE1",0.2039348951,"0.5"
"NE1",-0.2648876984,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",-0.650976893,"0.5"
"NE1",-0.3338321974,"0.5"
"NE1",-0.0856320009,"0.5"
"NE1",-1.1887439854,"0.5"
"NE1",1.417358078,"0.5"
"NE1",0.1074125964,"0.5"
"NE1",0.5900240896,"0.5"
"NE1",-0.2373098988,"0.5"
"NE1",-0.3751988968,"0.5"
"NE1",0.8244353864,"0.5"
"NE1",0.989902184,"0.5"
"NE1",1.1277911821,"0.5"
"NE1",1.0726355829,"0.5"
"NE1",-0.9956993881,"0.5"
"NE1",0.4521350916,"0.5"
"NE1",1.8448139721,"0.5"
"NE1",0.9071687852,"0.5"
"NE1",2.8238258583,"0.5"
"NE1",-1.0508549873,"0.5"
"NE1",0.0246791976,"0.5"
"NE1",-0.9543326887,"0.5"
"NE1",-1.0370660875,"0.5"
"NE1",-0.3476210972,"0.5"
"NE1",-1.0508549873,"0.5"
"NE1",1.3346246792,"0.5"
"NE1",-0.5130878949,"0.5"
"NE1",1.3759913786,"0.5"
"NE1",-0.0994209007,"0.5"
"NE1",-0.2786765982,"0.5"
"NE1",-0.9956993881,"0.5"
"NE1",-1.0232771877,"0.5"
"NE1",2.0516474692,"0.5"
"NE1",2.2722698661,"0.5"
"NE1",-0.430354496,"0.5"
"NE1",0.2315126947,"0.5"
"NE1",-0.3476210972,"0.5"
"NE1",-0.6233990933,"0.5"
"NE1",1.8586028719,"0.5"
"NE1",-0.8715992899,"0.5"
"NE1",1.0312688835,"0.5"
"NE1",-1.9471334748,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",0.2177237949,"0.5"
"NE1",0.493501791,"0.5"
"NE1",-2.1126002725,"0.5"
"NE1",0.8658020858,"0.5"
"NE1",-1.8368222763,"0.5"
"NE1",-0.3751988968,"0.5"
"NE1",1.2518912804,"0.5"
"NE1",0.7830686869,"0.5"
"NE1",0.8244353864,"0.5"
"NE1",1.8861806715,"0.5"
"NE1",0.3142460935,"0.5"
"NE1",-0.8026547908,"0.5"
"NE1",-0.002898602,"0.5"
"NE1",-0.6647657928,"0.5"
"NE1",1.3070468796,"0.5"
"SE3",0.6950324513,"0.5"
"SE3",-0.7539425302,"0.5"
"SE3",0.5902872719,"0.5"
"SE3",-0.2127591034,"0.5"
"SE3",0.3458818534,"0.5"
"SE3",0.5379146822,"0.5"
"SE3",1.4980788266,"0.5"
"SE3",-0.3000467529,"0.5"
"SE3",-1.1554657179,"0.5"
"SE3",-0.7190274704,"0.5"
"SE3",0.1538490245,"0.5"
"SE3",0.3109667936,"0.5"
"SE3",-1.2078383075,"0.5"
"SE3",0.0491038451,"0.5"
"SE3",-0.3873344023,"0.5"
"SE3",-2.5346105798,"0.5"
"SE3",1.8472294246,"0.5"
"SE3",1.0616405792,"0.5"
"SE3",-1.0158054787,"0.5"
"SE3",0.6252023317,"0.5"
"SE3",-1.2078383075,"0.5"
"SE3",1.5504514163,"0.5"
"SE3",0.0141887853,"0.5"
"SE3",0.2062216142,"0.5"
"SE3",2.3011252019,"0.5"
"SE3",-0.0905563941,"0.5"
"SE3",0.5379146822,"0.5"
"SE3",-0.5095371116,"0.5"
"SE3",0.7997776307,"0.5"
"SE3",1.3409610576,"0.5"
"SE3",-2.0632572725,"0.5"
"SE3",2.1090923731,"0.5"
"SE3",0.0316463152,"0.5"
"SE3",-0.0730988642,"0.5"
"SE3",-2.5520681097,"0.5"
"SE3",-1.8363093839,"0.5"
"SE3",0.066561375,"0.5"
"SE3",0.9743529297,"0.5"
"SE3",0.4331695029,"0.5"
"SE3",-2.5869831695,"0.5"
"SE3",0.8172351606,"0.5"
"SE3",-0.2302166333,"0.5"
"SE3",-0.1778440436,"0.5"
"SE3",-1.3649560766,"0.5"
"SE3",-0.4222494621,"0.5"
"SE3",0.6426598616,"0.5"
"SE3",-1.3300410168,"0.5"
"SE3",1.3758761173,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",0.6601173915,"0.5"
"SE3",-0.1603865137,"0.5"
"SE3",-0.3524193425,"0.5"
"SE3",0.9568953998,"0.5"
"SE3",-1.1554657179,"0.5"
"SE3",1.8996020143,"0.5"
"SE3",0.4506270328,"0.5"
"SE3",-0.8761452395,"0.5"
"SE3",0.1538490245,"0.5"
"SE3",2.9994263979,"0.5"
"SE3",2.126549903,"0.5"
"SE3",3.1216291071,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",0.3284243235,"0.5"
"SE3",-0.9459753591,"0.5"
"SE3",-1.4347861962,"0.5"
"SE3",0.1887640843,"0.5"
"SE3",-2.0807148024,"0.5"
"SE3",1.271130938,"0.5"
"SE3",0.0316463152,"0.5"
"SE3",1.3060459978,"0.5"
"SE3",0.5553722121,"0.5"
"SE3",0.0141887853,"0.5"
"SE3",-0.8586877096,"0.5"
"SE3",-1.4173286663,"0.5"
"SE3",1.4457062369,"0.5"
"SE3",1.5155363565,"0.5"
"SE3",0.4680845627,"0.5"
"SE3",1.3060459978,"0.5"
"SE3",-0.4746220518,"0.5"
"SE3",-0.5444521714,"0.5"
"SE3",1.8821444844,"0.5"
"SE3",-0.2476741632,"0.5"
"SE3",0.3633393833,"0.5"
"SE3",-2.3774928107,"0.5"
"SE3",1.1663857586,"0.5"
"SE3",0.2760517338,"0.5"
"SE3",0.3284243235,"0.5"
"SE3",-2.6218982293,"0.5"
"SE3",0.8521502204,"0.5"
"SE3",-1.8013943241,"0.5"
"SE3",-0.6841124106,"0.5"
"SE3",1.6551965957,"0.5"
"SE3",1.271130938,"0.5"
"SE3",0.747405041,"0.5"
"SE3",2.1440074329,"0.5"
"SE3",0.572829742,"0.5"
"SE3",-1.2427533673,"0.5"
"SE3",-0.2476741632,"0.5"
"SE3",-1.2427533673,"0.5"
"SE3",1.2362158782,"0.5"
